
gift_id,title,description,category,price,currency,store_url,image_url,age_min,age_max
RU1067,Компактный игра 1067,Компактный игра 1067. Отличный вариант подарка для разных случаев.,Украшения,3260,RUB,https://store.example.com/item/RU1067,https://images.example.com/RU1067.jpg,18,59
RU1068,Стильный ожерелье 1068,Стильный ожерелье 1068. Отличный вариант подарка для разных случаев.,Украшения,5814,RUB,https://store.example.com/item/RU1068,https://images.example.com/RU1068.jpg,3,13
RU1069,Креативный набор 1069,Креативный набор 1069. Отличный вариант подарка для разных случаев.,Детские товары,1965,RUB,https://store.example.com/item/RU1069,https://images.example.com/RU1069.jpg,0,28
RU1070,Ароматический чай 1070,Ароматический чай 1070. Отличный вариант подарка для разных случаев.,Игры и хобби,728,RUB,https://store.example.com/item/RU1070,https://images.example.com/RU1070.jpg,18,65
RU1071,Красочный набор ножей 1071,Красочный набор ножей 1071. Отличный вариант подарка для разных случаев.,Красота и здоровье,986,RUB,https://store.example.com/item/RU1071,https://images.example.com/RU1071.jpg,12,30
RU1072,Декоративный свеча 1072,Декоративный свеча 1072. Отличный вариант подарка для разных случаев.,Канцелярия,5578,RUB,https://store.example.com/item/RU1072,https://images.example.com/RU1072.jpg,16,80
RU1073,Набор свеча 1073,Набор свеча 1073. Отличный вариант подарка для разных случаев.,Украшения,1320,RUB,https://store.example.com/item/RU1073,https://images.example.com/RU1073.jpg,12,73
RU1074,Классический плед 1074,Классический плед 1074. Отличный вариант подарка для разных случаев.,Еда и напитки,5360,RUB,https://store.example.com/item/RU1074,https://images.example.com/RU1074.jpg,0,24
RU1075,Компактный масло 1075,Компактный масло 1075. Отличный вариант подарка для разных случаев.,Игры и хобби,1096,RUB,https://store.example.com/item/RU1075,https://images.example.com/RU1075.jpg,0,74
RU1076,Красочный чашка 1076,Красочный чашка 1076. Отличный вариант подарка для разных случаев.,Красота и здоровье,4577,RUB,https://store.example.com/item/RU1076,https://images.example.com/RU1076.jpg,6,48
RU1077,Компактный ручка 1077,Компактный ручка 1077. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1128,RUB,https://store.example.com/item/RU1077,https://images.example.com/RU1077.jpg,16,22
RU1078,Подарочный чашка 1078,Подарочный чашка 1078. Отличный вариант подарка для разных случаев.,Канцелярия,1413,RUB,https://store.example.com/item/RU1078,https://images.example.com/RU1078.jpg,8,21
RU1079,Красочный книга 1079,Красочный книга 1079. Отличный вариант подарка для разных случаев.,Канцелярия,2852,RUB,https://store.example.com/item/RU1079,https://images.example.com/RU1079.jpg,16,67
RU1080,Стильный чай 1080,Стильный чай 1080. Отличный вариант подарка для разных случаев.,Украшения,1247,RUB,https://store.example.com/item/RU1080,https://images.example.com/RU1080.jpg,16,66
RU1081,Компактный ожерелье 1081,Компактный ожерелье 1081. Отличный вариант подарка для разных случаев.,Еда и напитки,763,RUB,https://store.example.com/item/RU1081,https://images.example.com/RU1081.jpg,18,50
RU1082,Подарочный чай 1082,Подарочный чай 1082. Отличный вариант подарка для разных случаев.,Еда и напитки,4496,RUB,https://store.example.com/item/RU1082,https://images.example.com/RU1082.jpg,0,76
RU1083,Классический чашка 1083,Классический чашка 1083. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,5607,RUB,https://store.example.com/item/RU1083,https://images.example.com/RU1083.jpg,0,58
RU1084,Красочный набор 1084,Красочный набор 1084. Отличный вариант подарка для разных случаев.,Электроника,5399,RUB,https://store.example.com/item/RU1084,https://images.example.com/RU1084.jpg,12,41
RU1085,Красочный свеча 1085,Красочный свеча 1085. Отличный вариант подарка для разных случаев.,Красота и здоровье,4824,RUB,https://store.example.com/item/RU1085,https://images.example.com/RU1085.jpg,8,31
RU1086,Ароматический ожерелье 1086,Ароматический ожерелье 1086. Отличный вариант подарка для разных случаев.,Канцелярия,5832,RUB,https://store.example.com/item/RU1086,https://images.example.com/RU1086.jpg,0,28
RU1087,Классический чашка 1087,Классический чашка 1087. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,963,RUB,https://store.example.com/item/RU1087,https://images.example.com/RU1087.jpg,16,32
RU1088,Набор масло 1088,Набор масло 1088. Отличный вариант подарка для разных случаев.,Украшения,2008,RUB,https://store.example.com/item/RU1088,https://images.example.com/RU1088.jpg,0,59
RU1089,Ароматический игра 1089,Ароматический игра 1089. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,2316,RUB,https://store.example.com/item/RU1089,https://images.example.com/RU1089.jpg,12,21
RU1090,Подарочный набор 1090,Подарочный набор 1090. Отличный вариант подарка для разных случаев.,Детские товары,3346,RUB,https://store.example.com/item/RU1090,https://images.example.com/RU1090.jpg,6,49
RU1091,Стильный плед 1091,Стильный плед 1091. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1673,RUB,https://store.example.com/item/RU1091,https://images.example.com/RU1091.jpg,3,30
RU1092,Декоративный фонарь 1092,Декоративный фонарь 1092. Отличный вариант подарка для разных случаев.,Игры и хобби,5886,RUB,https://store.example.com/item/RU1092,https://images.example.com/RU1092.jpg,0,63
RU1093,Набор чай 1093,Набор чай 1093. Отличный вариант подарка для разных случаев.,Творчество и хобби,3769,RUB,https://store.example.com/item/RU1093,https://images.example.com/RU1093.jpg,12,79
RU1094,Ароматический ручка 1094,Ароматический ручка 1094. Отличный вариант подарка для разных случаев.,Детские товары,4719,RUB,https://store.example.com/item/RU1094,https://images.example.com/RU1094.jpg,0,35
RU1095,Креативный игра 1095,Креативный игра 1095. Отличный вариант подарка для разных случаев.,Канцелярия,4047,RUB,https://store.example.com/item/RU1095,https://images.example.com/RU1095.jpg,12,57
RU1096,Подарочный масло 1096,Подарочный масло 1096. Отличный вариант подарка для разных случаев.,Красота и здоровье,2368,RUB,https://store.example.com/item/RU1096,https://images.example.com/RU1096.jpg,8,52
RU1097,Уютный масло 1097,Уютный масло 1097. Отличный вариант подарка для разных случаев.,Украшения,3289,RUB,https://store.example.com/item/RU1097,https://images.example.com/RU1097.jpg,3,50
RU1098,Набор чашка 1098,Набор чашка 1098. Отличный вариант подарка для разных случаев.,Игры и хобби,4271,RUB,https://store.example.com/item/RU1098,https://images.example.com/RU1098.jpg,8,17
RU1099,Уютный набор 1099,Уютный набор 1099. Отличный вариант подарка для разных случаев.,Игры и хобби,2573,RUB,https://store.example.com/item/RU1099,https://images.example.com/RU1099.jpg,16,77
RU1100,Декоративный набор 1100,Декоративный набор 1100. Отличный вариант подарка для разных случаев.,Украшения,1611,RUB,https://store.example.com/item/RU1100,https://images.example.com/RU1100.jpg,0,11
RU1101,Стильный ожерелье 1101,Стильный ожерелье 1101. Отличный вариант подарка для разных случаев.,Еда и напитки,3425,RUB,https://store.example.com/item/RU1101,https://images.example.com/RU1101.jpg,0,17
RU1102,Креативный масло 1102,Креативный масло 1102. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1036,RUB,https://store.example.com/item/RU1102,https://images.example.com/RU1102.jpg,0,55
RU1103,Креативный масло 1103,Креативный масло 1103. Отличный вариант подарка для разных случаев.,Творчество и хобби,1833,RUB,https://store.example.com/item/RU1103,https://images.example.com/RU1103.jpg,0,16
RU1104,Уютный книга 1104,Уютный книга 1104. Отличный вариант подарка для разных случаев.,Электроника,4329,RUB,https://store.example.com/item/RU1104,https://images.example.com/RU1104.jpg,6,40
RU1105,Креативный фонарь 1105,Креативный фонарь 1105. Отличный вариант подарка для разных случаев.,Детские товары,2553,RUB,https://store.example.com/item/RU1105,https://images.example.com/RU1105.jpg,16,41
RU1106,Набор набор 1106,Набор набор 1106. Отличный вариант подарка для разных случаев.,Еда и напитки,4134,RUB,https://store.example.com/item/RU1106,https://images.example.com/RU1106.jpg,16,19
RU1107,Компактный чай 1107,Компактный чай 1107. Отличный вариант подарка для разных случаев.,Красота и здоровье,1778,RUB,https://store.example.com/item/RU1107,https://images.example.com/RU1107.jpg,8,22
RU1108,Набор масло 1108,Набор масло 1108. Отличный вариант подарка для разных случаев.,Дом и уют,2826,RUB,https://store.example.com/item/RU1108,https://images.example.com/RU1108.jpg,18,30
RU1109,Классический игра 1109,Классический игра 1109. Отличный вариант подарка для разных случаев.,Красота и здоровье,4643,RUB,https://store.example.com/item/RU1109,https://images.example.com/RU1109.jpg,16,57
RU1110,Набор свеча 1110,Набор свеча 1110. Отличный вариант подарка для разных случаев.,Творчество и хобби,5739,RUB,https://store.example.com/item/RU1110,https://images.example.com/RU1110.jpg,0,12
RU1111,Набор свеча 1111,Набор свеча 1111. Отличный вариант подарка для разных случаев.,Игры и хобби,1273,RUB,https://store.example.com/item/RU1111,https://images.example.com/RU1111.jpg,16,33
RU1112,Стильный масло 1112,Стильный масло 1112. Отличный вариант подарка для разных случаев.,Творчество и хобби,2314,RUB,https://store.example.com/item/RU1112,https://images.example.com/RU1112.jpg,16,72
RU1113,Набор набор 1113,Набор набор 1113. Отличный вариант подарка для разных случаев.,Украшения,1161,RUB,https://store.example.com/item/RU1113,https://images.example.com/RU1113.jpg,12,72
RU1114,Подарочный набор ножей 1114,Подарочный набор ножей 1114. Отличный вариант подарка для разных случаев.,Дом и уют,4740,RUB,https://store.example.com/item/RU1114,https://images.example.com/RU1114.jpg,6,22
RU1115,Ароматический чай 1115,Ароматический чай 1115. Отличный вариант подарка для разных случаев.,Канцелярия,2332,RUB,https://store.example.com/item/RU1115,https://images.example.com/RU1115.jpg,12,39
RU1116,Классический ожерелье 1116,Классический ожерелье 1116. Отличный вариант подарка для разных случаев.,Игры и хобби,4730,RUB,https://store.example.com/item/RU1116,https://images.example.com/RU1116.jpg,0,52
RU1117,Уютный набор ножей 1117,Уютный набор ножей 1117. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,644,RUB,https://store.example.com/item/RU1117,https://images.example.com/RU1117.jpg,18,23
RU1118,Креативный масло 1118,Креативный масло 1118. Отличный вариант подарка для разных случаев.,Еда и напитки,4432,RUB,https://store.example.com/item/RU1118,https://images.example.com/RU1118.jpg,8,58
RU1119,Красочный ручка 1119,Красочный ручка 1119. Отличный вариант подарка для разных случаев.,Красота и здоровье,709,RUB,https://store.example.com/item/RU1119,https://images.example.com/RU1119.jpg,12,71
RU1120,Красочный браслет 1120,Красочный браслет 1120. Отличный вариант подарка для разных случаев.,Детские товары,4235,RUB,https://store.example.com/item/RU1120,https://images.example.com/RU1120.jpg,12,18
RU1121,Декоративный набор ножей 1121,Декоративный набор ножей 1121. Отличный вариант подарка для разных случаев.,Детские товары,2337,RUB,https://store.example.com/item/RU1121,https://images.example.com/RU1121.jpg,3,17
RU1122,Классический масло 1122,Классический масло 1122. Отличный вариант подарка для разных случаев.,Дом и уют,4366,RUB,https://store.example.com/item/RU1122,https://images.example.com/RU1122.jpg,8,12
RU1123,Подарочный свеча 1123,Подарочный свеча 1123. Отличный вариант подарка для разных случаев.,Электроника,1167,RUB,https://store.example.com/item/RU1123,https://images.example.com/RU1123.jpg,12,50
RU1124,Набор свеча 1124,Набор свеча 1124. Отличный вариант подарка для разных случаев.,Детские товары,5916,RUB,https://store.example.com/item/RU1124,https://images.example.com/RU1124.jpg,16,76
RU1125,Креативный фонарь 1125,Креативный фонарь 1125. Отличный вариант подарка для разных случаев.,Красота и здоровье,1358,RUB,https://store.example.com/item/RU1125,https://images.example.com/RU1125.jpg,0,66
RU1126,Креативный игра 1126,Креативный игра 1126. Отличный вариант подарка для разных случаев.,Канцелярия,5900,RUB,https://store.example.com/item/RU1126,https://images.example.com/RU1126.jpg,18,75
RU1127,Уютный игра 1127,Уютный игра 1127. Отличный вариант подарка для разных случаев.,Творчество и хобби,2587,RUB,https://store.example.com/item/RU1127,https://images.example.com/RU1127.jpg,0,71
RU1128,Классический браслет 1128,Классический браслет 1128. Отличный вариант подарка для разных случаев.,Творчество и хобби,2406,RUB,https://store.example.com/item/RU1128,https://images.example.com/RU1128.jpg,16,40
RU1129,Подарочный плед 1129,Подарочный плед 1129. Отличный вариант подарка для разных случаев.,Красота и здоровье,5582,RUB,https://store.example.com/item/RU1129,https://images.example.com/RU1129.jpg,6,20
RU1130,Компактный масло 1130,Компактный масло 1130. Отличный вариант подарка для разных случаев.,Творчество и хобби,5814,RUB,https://store.example.com/item/RU1130,https://images.example.com/RU1130.jpg,0,15
RU1131,Уютный ожерелье 1131,Уютный ожерелье 1131. Отличный вариант подарка для разных случаев.,Игры и хобби,4686,RUB,https://store.example.com/item/RU1131,https://images.example.com/RU1131.jpg,18,25
RU1132,Классический чашка 1132,Классический чашка 1132. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3772,RUB,https://store.example.com/item/RU1132,https://images.example.com/RU1132.jpg,12,70
RU1133,Креативный ручка 1133,Креативный ручка 1133. Отличный вариант подарка для разных случаев.,Детские товары,3623,RUB,https://store.example.com/item/RU1133,https://images.example.com/RU1133.jpg,3,51
RU1134,Красочный чашка 1134,Красочный чашка 1134. Отличный вариант подарка для разных случаев.,Электроника,3256,RUB,https://store.example.com/item/RU1134,https://images.example.com/RU1134.jpg,8,51
RU1135,Стильный плед 1135,Стильный плед 1135. Отличный вариант подарка для разных случаев.,Красота и здоровье,1348,RUB,https://store.example.com/item/RU1135,https://images.example.com/RU1135.jpg,16,36
RU1136,Подарочный свеча 1136,Подарочный свеча 1136. Отличный вариант подарка для разных случаев.,Украшения,1216,RUB,https://store.example.com/item/RU1136,https://images.example.com/RU1136.jpg,0,40
RU1137,Ароматический фонарь 1137,Ароматический фонарь 1137. Отличный вариант подарка для разных случаев.,Электроника,610,RUB,https://store.example.com/item/RU1137,https://images.example.com/RU1137.jpg,8,66
RU1138,Стильный браслет 1138,Стильный браслет 1138. Отличный вариант подарка для разных случаев.,Дом и уют,3731,RUB,https://store.example.com/item/RU1138,https://images.example.com/RU1138.jpg,8,53
RU1139,Ароматический свеча 1139,Ароматический свеча 1139. Отличный вариант подарка для разных случаев.,Детские товары,5723,RUB,https://store.example.com/item/RU1139,https://images.example.com/RU1139.jpg,3,45
RU1140,Классический ожерелье 1140,Классический ожерелье 1140. Отличный вариант подарка для разных случаев.,Украшения,941,RUB,https://store.example.com/item/RU1140,https://images.example.com/RU1140.jpg,16,32
RU1141,Уютный чашка 1141,Уютный чашка 1141. Отличный вариант подарка для разных случаев.,Игры и хобби,1926,RUB,https://store.example.com/item/RU1141,https://images.example.com/RU1141.jpg,6,25
RU1142,Декоративный ручка 1142,Декоративный ручка 1142. Отличный вариант подарка для разных случаев.,Детские товары,3120,RUB,https://store.example.com/item/RU1142,https://images.example.com/RU1142.jpg,12,39
RU1143,Компактный браслет 1143,Компактный браслет 1143. Отличный вариант подарка для разных случаев.,Украшения,3595,RUB,https://store.example.com/item/RU1143,https://images.example.com/RU1143.jpg,18,46
RU1144,Стильный набор 1144,Стильный набор 1144. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3654,RUB,https://store.example.com/item/RU1144,https://images.example.com/RU1144.jpg,0,6
RU1145,Набор плед 1145,Набор плед 1145. Отличный вариант подарка для разных случаев.,Детские товары,876,RUB,https://store.example.com/item/RU1145,https://images.example.com/RU1145.jpg,3,50
RU1146,Ароматический фонарь 1146,Ароматический фонарь 1146. Отличный вариант подарка для разных случаев.,Игры и хобби,4538,RUB,https://store.example.com/item/RU1146,https://images.example.com/RU1146.jpg,3,60
RU1147,Уютный фонарь 1147,Уютный фонарь 1147. Отличный вариант подарка для разных случаев.,Еда и напитки,1566,RUB,https://store.example.com/item/RU1147,https://images.example.com/RU1147.jpg,8,27
RU1148,Креативный свеча 1148,Креативный свеча 1148. Отличный вариант подарка для разных случаев.,Творчество и хобби,1097,RUB,https://store.example.com/item/RU1148,https://images.example.com/RU1148.jpg,8,10
RU1149,Классический игра 1149,Классический игра 1149. Отличный вариант подарка для разных случаев.,Творчество и хобби,1228,RUB,https://store.example.com/item/RU1149,https://images.example.com/RU1149.jpg,8,11
RU1150,Креативный свеча 1150,Креативный свеча 1150. Отличный вариант подарка для разных случаев.,Канцелярия,4914,RUB,https://store.example.com/item/RU1150,https://images.example.com/RU1150.jpg,6,58
RU1151,Красочный свеча 1151,Красочный свеча 1151. Отличный вариант подарка для разных случаев.,Детские товары,934,RUB,https://store.example.com/item/RU1151,https://images.example.com/RU1151.jpg,18,42
RU1152,Уютный набор ножей 1152,Уютный набор ножей 1152. Отличный вариант подарка для разных случаев.,Канцелярия,5025,RUB,https://store.example.com/item/RU1152,https://images.example.com/RU1152.jpg,18,28
RU1153,Креативный ручка 1153,Креативный ручка 1153. Отличный вариант подарка для разных случаев.,Красота и здоровье,3406,RUB,https://store.example.com/item/RU1153,https://images.example.com/RU1153.jpg,3,22
RU1154,Набор чай 1154,Набор чай 1154. Отличный вариант подарка для разных случаев.,Дом и уют,2213,RUB,https://store.example.com/item/RU1154,https://images.example.com/RU1154.jpg,0,48
RU1155,Классический игра 1155,Классический игра 1155. Отличный вариант подарка для разных случаев.,Украшения,3396,RUB,https://store.example.com/item/RU1155,https://images.example.com/RU1155.jpg,6,60
RU1156,Классический браслет 1156,Классический браслет 1156. Отличный вариант подарка для разных случаев.,Электроника,4418,RUB,https://store.example.com/item/RU1156,https://images.example.com/RU1156.jpg,12,53
RU1157,Уютный фонарь 1157,Уютный фонарь 1157. Отличный вариант подарка для разных случаев.,Детские товары,3988,RUB,https://store.example.com/item/RU1157,https://images.example.com/RU1157.jpg,6,59
RU1158,Классический ожерелье 1158,Классический ожерелье 1158. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,5137,RUB,https://store.example.com/item/RU1158,https://images.example.com/RU1158.jpg,3,20
RU1159,Красочный масло 1159,Красочный масло 1159. Отличный вариант подарка для разных случаев.,Красота и здоровье,2939,RUB,https://store.example.com/item/RU1159,https://images.example.com/RU1159.jpg,6,76
RU1160,Красочный чай 1160,Красочный чай 1160. Отличный вариант подарка для разных случаев.,Канцелярия,5531,RUB,https://store.example.com/item/RU1160,https://images.example.com/RU1160.jpg,8,46
RU1161,Ароматический набор 1161,Ароматический набор 1161. Отличный вариант подарка для разных случаев.,Канцелярия,5913,RUB,https://store.example.com/item/RU1161,https://images.example.com/RU1161.jpg,12,59
RU1162,Уютный книга 1162,Уютный книга 1162. Отличный вариант подарка для разных случаев.,Творчество и хобби,1745,RUB,https://store.example.com/item/RU1162,https://images.example.com/RU1162.jpg,6,75
RU1163,Стильный браслет 1163,Стильный браслет 1163. Отличный вариант подарка для разных случаев.,Творчество и хобби,4605,RUB,https://store.example.com/item/RU1163,https://images.example.com/RU1163.jpg,3,77
RU1164,Ароматический ожерелье 1164,Ароматический ожерелье 1164. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3951,RUB,https://store.example.com/item/RU1164,https://images.example.com/RU1164.jpg,6,58
RU1165,Декоративный чашка 1165,Декоративный чашка 1165. Отличный вариант подарка для разных случаев.,Дом и уют,1345,RUB,https://store.example.com/item/RU1165,https://images.example.com/RU1165.jpg,18,68
RU1166,Ароматический плед 1166,Ароматический плед 1166. Отличный вариант подарка для разных случаев.,Электроника,680,RUB,https://store.example.com/item/RU1166,https://images.example.com/RU1166.jpg,8,34
RU1167,Подарочный масло 1167,Подарочный масло 1167. Отличный вариант подарка для разных случаев.,Канцелярия,2836,RUB,https://store.example.com/item/RU1167,https://images.example.com/RU1167.jpg,16,67
RU1168,Креативный игра 1168,Креативный игра 1168. Отличный вариант подарка для разных случаев.,Творчество и хобби,5466,RUB,https://store.example.com/item/RU1168,https://images.example.com/RU1168.jpg,6,67
RU1169,Стильный набор 1169,Стильный набор 1169. Отличный вариант подарка для разных случаев.,Красота и здоровье,3828,RUB,https://store.example.com/item/RU1169,https://images.example.com/RU1169.jpg,8,26
RU1170,Набор набор ножей 1170,Набор набор ножей 1170. Отличный вариант подарка для разных случаев.,Канцелярия,2457,RUB,https://store.example.com/item/RU1170,https://images.example.com/RU1170.jpg,16,40
RU1171,Креативный чай 1171,Креативный чай 1171. Отличный вариант подарка для разных случаев.,Электроника,2269,RUB,https://store.example.com/item/RU1171,https://images.example.com/RU1171.jpg,0,31
RU1172,Стильный набор ножей 1172,Стильный набор ножей 1172. Отличный вариант подарка для разных случаев.,Украшения,4890,RUB,https://store.example.com/item/RU1172,https://images.example.com/RU1172.jpg,18,62
RU1173,Набор браслет 1173,Набор браслет 1173. Отличный вариант подарка для разных случаев.,Электроника,2155,RUB,https://store.example.com/item/RU1173,https://images.example.com/RU1173.jpg,12,72
RU1174,Ароматический чай 1174,Ароматический чай 1174. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3066,RUB,https://store.example.com/item/RU1174,https://images.example.com/RU1174.jpg,18,29
RU1175,Компактный ожерелье 1175,Компактный ожерелье 1175. Отличный вариант подарка для разных случаев.,Канцелярия,4553,RUB,https://store.example.com/item/RU1175,https://images.example.com/RU1175.jpg,6,21
RU1176,Компактный ручка 1176,Компактный ручка 1176. Отличный вариант подарка для разных случаев.,Красота и здоровье,884,RUB,https://store.example.com/item/RU1176,https://images.example.com/RU1176.jpg,8,35
RU1177,Ароматический масло 1177,Ароматический масло 1177. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,4041,RUB,https://store.example.com/item/RU1177,https://images.example.com/RU1177.jpg,18,30
RU1178,Уютный ожерелье 1178,Уютный ожерелье 1178. Отличный вариант подарка для разных случаев.,Красота и здоровье,3859,RUB,https://store.example.com/item/RU1178,https://images.example.com/RU1178.jpg,12,18
RU1179,Красочный чай 1179,Красочный чай 1179. Отличный вариант подарка для разных случаев.,Дом и уют,3055,RUB,https://store.example.com/item/RU1179,https://images.example.com/RU1179.jpg,6,26
RU1180,Креативный масло 1180,Креативный масло 1180. Отличный вариант подарка для разных случаев.,Канцелярия,3814,RUB,https://store.example.com/item/RU1180,https://images.example.com/RU1180.jpg,0,33
RU1181,Стильный свеча 1181,Стильный свеча 1181. Отличный вариант подарка для разных случаев.,Детские товары,4611,RUB,https://store.example.com/item/RU1181,https://images.example.com/RU1181.jpg,3,79
RU1182,Стильный масло 1182,Стильный масло 1182. Отличный вариант подарка для разных случаев.,Красота и здоровье,1782,RUB,https://store.example.com/item/RU1182,https://images.example.com/RU1182.jpg,3,15
RU1183,Стильный ручка 1183,Стильный ручка 1183. Отличный вариант подарка для разных случаев.,Детские товары,4458,RUB,https://store.example.com/item/RU1183,https://images.example.com/RU1183.jpg,12,61
RU1184,Декоративный чашка 1184,Декоративный чашка 1184. Отличный вариант подарка для разных случаев.,Детские товары,4402,RUB,https://store.example.com/item/RU1184,https://images.example.com/RU1184.jpg,3,75
RU1185,Стильный игра 1185,Стильный игра 1185. Отличный вариант подарка для разных случаев.,Красота и здоровье,3558,RUB,https://store.example.com/item/RU1185,https://images.example.com/RU1185.jpg,0,8
RU1186,Уютный набор ножей 1186,Уютный набор ножей 1186. Отличный вариант подарка для разных случаев.,Электроника,5716,RUB,https://store.example.com/item/RU1186,https://images.example.com/RU1186.jpg,0,72
RU1187,Ароматический браслет 1187,Ароматический браслет 1187. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1249,RUB,https://store.example.com/item/RU1187,https://images.example.com/RU1187.jpg,18,68
RU1188,Декоративный фонарь 1188,Декоративный фонарь 1188. Отличный вариант подарка для разных случаев.,Еда и напитки,5979,RUB,https://store.example.com/item/RU1188,https://images.example.com/RU1188.jpg,8,70
RU1189,Декоративный игра 1189,Декоративный игра 1189. Отличный вариант подарка для разных случаев.,Детские товары,1486,RUB,https://store.example.com/item/RU1189,https://images.example.com/RU1189.jpg,8,27
RU1190,Подарочный книга 1190,Подарочный книга 1190. Отличный вариант подарка для разных случаев.,Украшения,4691,RUB,https://store.example.com/item/RU1190,https://images.example.com/RU1190.jpg,18,56
RU1191,Подарочный игра 1191,Подарочный игра 1191. Отличный вариант подарка для разных случаев.,Творчество и хобби,4140,RUB,https://store.example.com/item/RU1191,https://images.example.com/RU1191.jpg,0,37
RU1192,Красочный книга 1192,Красочный книга 1192. Отличный вариант подарка для разных случаев.,Детские товары,1494,RUB,https://store.example.com/item/RU1192,https://images.example.com/RU1192.jpg,8,30
RU1193,Ароматический игра 1193,Ароматический игра 1193. Отличный вариант подарка для разных случаев.,Дом и уют,2590,RUB,https://store.example.com/item/RU1193,https://images.example.com/RU1193.jpg,0,46
RU1194,Набор чай 1194,Набор чай 1194. Отличный вариант подарка для разных случаев.,Украшения,5364,RUB,https://store.example.com/item/RU1194,https://images.example.com/RU1194.jpg,16,28
RU1195,Ароматический масло 1195,Ароматический масло 1195. Отличный вариант подарка для разных случаев.,Игры и хобби,3948,RUB,https://store.example.com/item/RU1195,https://images.example.com/RU1195.jpg,16,28
RU1196,Подарочный чашка 1196,Подарочный чашка 1196. Отличный вариант подарка для разных случаев.,Игры и хобби,3872,RUB,https://store.example.com/item/RU1196,https://images.example.com/RU1196.jpg,6,80
RU1197,Декоративный набор ножей 1197,Декоративный набор ножей 1197. Отличный вариант подарка для разных случаев.,Дом и уют,1466,RUB,https://store.example.com/item/RU1197,https://images.example.com/RU1197.jpg,0,11
RU1198,Уютный ожерелье 1198,Уютный ожерелье 1198. Отличный вариант подарка для разных случаев.,Электроника,1929,RUB,https://store.example.com/item/RU1198,https://images.example.com/RU1198.jpg,12,55
RU1199,Креативный чай 1199,Креативный чай 1199. Отличный вариант подарка для разных случаев.,Детские товары,4988,RUB,https://store.example.com/item/RU1199,https://images.example.com/RU1199.jpg,18,57
RU1200,Классический плед 1200,Классический плед 1200. Отличный вариант подарка для разных случаев.,Украшения,4817,RUB,https://store.example.com/item/RU1200,https://images.example.com/RU1200.jpg,3,54
RU1201,Компактный свеча 1201,Компактный свеча 1201. Отличный вариант подарка для разных случаев.,Украшения,3773,RUB,https://store.example.com/item/RU1201,https://images.example.com/RU1201.jpg,3,76
RU1202,Классический набор ножей 1202,Классический набор ножей 1202. Отличный вариант подарка для разных случаев.,Творчество и хобби,573,RUB,https://store.example.com/item/RU1202,https://images.example.com/RU1202.jpg,0,21
RU1203,Креативный ожерелье 1203,Креативный ожерелье 1203. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1852,RUB,https://store.example.com/item/RU1203,https://images.example.com/RU1203.jpg,6,23
RU1204,Подарочный набор 1204,Подарочный набор 1204. Отличный вариант подарка для разных случаев.,Дом и уют,2703,RUB,https://store.example.com/item/RU1204,https://images.example.com/RU1204.jpg,18,48
RU1205,Компактный масло 1205,Компактный масло 1205. Отличный вариант подарка для разных случаев.,Игры и хобби,1120,RUB,https://store.example.com/item/RU1205,https://images.example.com/RU1205.jpg,8,25
RU1206,Красочный ожерелье 1206,Красочный ожерелье 1206. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3452,RUB,https://store.example.com/item/RU1206,https://images.example.com/RU1206.jpg,18,70
RU1207,Стильный игра 1207,Стильный игра 1207. Отличный вариант подарка для разных случаев.,Детские товары,1329,RUB,https://store.example.com/item/RU1207,https://images.example.com/RU1207.jpg,18,41
RU1208,Ароматический свеча 1208,Ароматический свеча 1208. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,2945,RUB,https://store.example.com/item/RU1208,https://images.example.com/RU1208.jpg,6,44
RU1209,Уютный плед 1209,Уютный плед 1209. Отличный вариант подарка для разных случаев.,Канцелярия,5466,RUB,https://store.example.com/item/RU1209,https://images.example.com/RU1209.jpg,18,30
RU1210,Набор браслет 1210,Набор браслет 1210. Отличный вариант подарка для разных случаев.,Еда и напитки,5046,RUB,https://store.example.com/item/RU1210,https://images.example.com/RU1210.jpg,12,64
RU1211,Красочный плед 1211,Красочный плед 1211. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,4618,RUB,https://store.example.com/item/RU1211,https://images.example.com/RU1211.jpg,18,65
RU1212,Компактный ручка 1212,Компактный ручка 1212. Отличный вариант подарка для разных случаев.,Украшения,4419,RUB,https://store.example.com/item/RU1212,https://images.example.com/RU1212.jpg,18,41
